Time Serie,,,EU/US,change %,c change %,,,UK/US,change %,c change %,,,INDIA/US,change %,c change %,,,SRLNK/US,change %,c change %
6/26/15,,,0.8964,0.36%,-1.462%,,,0.6354,-0.06%,10.074%,,,63.54,0.063%,#VALUE!,,,133.72,-0.34%,63.265%
6/29/15,,,0.8945,-0.21%,-1.674%,,,0.6344,-0.16%,9.917%,,,63.73,0.299%,#VALUE!,,,133.74,0.01%,63.280%
6/30/15,,,0.8965,0.22%,-1.450%,,,0.6358,0.22%,10.138%,,,63.59,-0.220%,#VALUE!,,,133.79,0.04%,63.317%
7/1/15,,,0.9022,0.64%,-0.815%,,,0.6403,0.71%,10.846%,,,63.55,-0.063%,#VALUE!,,,133.8,0.01%,63.325%
7/2/15,,,0.9017,-0.06%,-0.870%,,,0.6405,0.03%,10.877%,,,63.36,-0.299%,#VALUE!,,,133.59,-0.16%,63.168%
7/6/15,,,0.9029,0.13%,-0.737%,,,0.6402,-0.05%,10.830%,,,63.24,-0.189%,#VALUE!,,,133.79,0.15%,63.317%
7/7/15,,,0.9131,1.13%,0.393%,,,0.6475,1.14%,11.970%,,,63.51,0.427%,#VALUE!,,,133.78,-0.01%,63.310%
7/8/15,,,0.9032,-1.08%,-0.692%,,,0.6513,0.59%,12.557%,,,63.47,-0.063%,#VALUE!,,,133.59,-0.14%,63.168%
7/9/15,,,0.907,0.42%,-0.271%,,,0.6504,-0.14%,12.419%,,,63.31,-0.252%,#VALUE!,,,133.55,-0.03%,63.138%
7/10/15,,,0.8969,-1.11%,-1.384%,,,0.645,-0.83%,11.589%,,,63.33,0.032%,#VALUE!,,,133.55,0.00%,63.138%
7/13/15,,,0.9074,1.17%,-0.214%,,,0.6444,-0.09%,11.496%,,,63.43,0.158%,#VALUE!,,,133.69,0.10%,63.243%
7/14/15,,,0.9079,0.06%,-0.159%,,,0.6417,-0.42%,11.077%,,,63.27,-0.252%,#VALUE!,,,133.79,0.07%,63.318%
7/15/15,,,0.912,0.45%,0.293%,,,0.6402,-0.23%,10.843%,,,63.48,0.332%,#VALUE!,,,133.78,-0.01%,63.310%
7/16/15,,,0.9176,0.61%,0.907%,,,0.641,0.12%,10.968%,,,63.43,-0.079%,#VALUE!,,,133.8,0.01%,63.325%
7/17/15,,,0.9218,0.46%,1.365%,,,0.64,-0.16%,10.812%,,,63.45,0.032%,#VALUE!,,,133.8,0.00%,63.325%
7/20/15,,,0.9217,-0.01%,1.354%,,,0.6416,0.25%,11.062%,,,63.61,0.252%,#VALUE!,,,133.75,-0.04%,63.288%
7/21/15,,,0.9152,-0.71%,0.649%,,,0.6431,0.23%,11.296%,,,63.57,-0.063%,#VALUE!,,,133.74,-0.01%,63.280%
7/22/15,,,0.9188,0.39%,1.042%,,,0.6403,-0.44%,10.860%,,,63.6,0.047%,#VALUE!,,,133.7,-0.03%,63.250%
7/23/15,,,0.9111,-0.84%,0.204%,,,0.6438,0.55%,11.407%,,,63.86,0.409%,#VALUE!,,,133.7,0.00%,63.250%
7/24/15,,,0.9111,0.00%,0.204%,,,0.6446,0.12%,11.531%,,,64.04,0.282%,#VALUE!,,,133.59,-0.08%,63.168%
7/27/15,,,0.8999,-1.23%,-1.025%,,,0.6412,-0.53%,11.004%,,,64.24,0.312%,#VALUE!,,,133.56,-0.02%,63.146%
7/28/15,,,0.9046,0.52%,-0.503%,,,0.6403,-0.14%,10.863%,,,63.76,-0.747%,#VALUE!,,,133.55,-0.01%,63.138%
7/29/15,,,0.9069,0.25%,-0.249%,,,0.64,-0.05%,10.816%,,,63.83,0.110%,#VALUE!,,,133.63,0.06%,63.198%
7/30/15,,,0.9163,1.04%,0.788%,,,0.6418,0.28%,11.098%,,,64.09,0.407%,#VALUE!,,,133.61,-0.01%,63.183%
7/31/15,,,0.9068,-1.04%,-0.249%,,,0.6396,-0.34%,10.755%,,,63.87,-0.343%,#VALUE!,,,133.66,0.04%,63.220%
8/3/15,,,0.9122,0.60%,0.347%,,,0.6409,0.20%,10.958%,,,63.99,0.188%,#VALUE!,,,133.64,-0.01%,63.205%
8/4/15,,,0.913,0.09%,0.434%,,,0.6405,-0.06%,10.896%,,,63.71,-0.438%,#VALUE!,,,133.62,-0.01%,63.190%
8/5/15,,,0.9201,0.78%,1.212%,,,0.6409,0.06%,10.958%,,,63.73,0.031%,#VALUE!,,,133.59,-0.02%,63.168%
8/6/15,,,0.9156,-0.49%,0.723%,,,0.6443,0.53%,11.489%,,,63.67,-0.094%,#VALUE!,,,133.71,0.09%,63.258%
8/7/15,,,0.9126,-0.33%,0.395%,,,0.6465,0.34%,11.830%,,,63.74,0.110%,#VALUE!,,,133.71,0.00%,63.258%
8/10/15,,,0.9096,-0.33%,0.066%,,,0.6433,-0.49%,11.335%,,,63.77,0.047%,#VALUE!,,,133.75,0.03%,63.288%
8/11/15,,,0.9056,-0.44%,-0.373%,,,0.6422,-0.17%,11.164%,,,64.33,0.878%,#VALUE!,,,133.75,0.00%,63.288%
8/12/15,,,0.893,-1.39%,-1.765%,,,0.6394,-0.44%,10.728%,,,64.8,0.731%,#VALUE!,,,133.8,0.04%,63.325%
8/13/15,,,0.8973,0.48%,-1.283%,,,0.6412,0.28%,11.010%,,,65.27,0.725%,#VALUE!,,,133.9,0.07%,63.400%
8/14/15,,,0.9001,0.31%,-0.971%,,,0.64,-0.19%,10.823%,,,65.02,-0.383%,#VALUE!,,,133.83,-0.05%,63.348%
8/17/15,,,0.9027,0.29%,-0.682%,,,0.6411,0.17%,10.994%,,,65.39,0.569%,#VALUE!,,,134,0.13%,63.475%
8/18/15,,,0.9068,0.45%,-0.228%,,,0.6387,-0.37%,10.620%,,,65.44,0.076%,#VALUE!,,,133.71,-0.22%,63.258%
8/19/15,,,0.9041,-0.30%,-0.526%,,,0.6392,0.08%,10.698%,,,65.17,-0.413%,#VALUE!,,,133.84,0.10%,63.355%
8/20/15,,,0.8929,-1.24%,-1.765%,,,0.6374,-0.28%,10.417%,,,65.49,0.491%,#VALUE!,,,133.9,0.04%,63.400%
8/21/15,,,0.8806,-1.38%,-3.142%,,,0.637,-0.06%,10.354%,,,66.02,0.809%,#VALUE!,,,133.98,0.06%,63.460%
8/24/15,,,0.8636,-1.93%,-5.073%,,,0.6357,-0.20%,10.150%,,,66.8,1.181%,#VALUE!,,,134.09,0.08%,63.542%
8/25/15,,,0.8764,1.48%,-3.590%,,,0.637,0.20%,10.354%,,,66.07,-1.093%,#VALUE!,,,133.81,-0.21%,63.333%
8/26/15,,,0.878,0.18%,-3.408%,,,0.6455,1.33%,11.689%,,,66.11,0.061%,#VALUE!,,,133.81,0.00%,63.333%
8/27/15,,,0.8898,1.34%,-2.064%,,,0.6489,0.53%,12.216%,,,65.99,-0.182%,#VALUE!,,,134.14,0.25%,63.580%
8/28/15,,,0.8951,0.60%,-1.468%,,,0.651,0.32%,12.539%,,,66.14,0.227%,#VALUE!,,,133.81,-0.25%,63.334%
8/31/15,,,0.8933,-0.20%,-1.669%,,,0.6509,-0.02%,12.524%,,,66.39,0.378%,#VALUE!,,,134.5,0.52%,63.850%
9/1/15,,,0.8879,-0.60%,-2.274%,,,0.6518,0.14%,12.662%,,,66.34,-0.075%,#VALUE!,,,134.5,0.00%,63.850%
9/2/15,,,0.8895,0.18%,-2.094%,,,0.6532,0.21%,12.877%,,,66.16,-0.271%,#VALUE!,,,134.4,-0.07%,63.775%
9/3/15,,,0.9006,1.25%,-0.846%,,,0.6556,0.37%,13.244%,,,66.07,-0.136%,#VALUE!,,,134.75,0.26%,64.036%
9/4/15,,,0.8995,-0.12%,-0.968%,,,0.6581,0.38%,13.626%,,,66.7,0.954%,#VALUE!,,,137.5,2.04%,66.076%
9/8/15,,,0.8943,-0.58%,-1.546%,,,0.6502,-1.20%,12.425%,,,66.36,-0.510%,#VALUE!,,,138.24,0.54%,66.615%
9/9/15,,,0.8957,0.16%,-1.390%,,,0.6509,0.11%,12.533%,,,66.47,0.166%,#VALUE!,,,138.75,0.37%,66.984%
9/10/15,,,0.8879,-0.87%,-2.260%,,,0.647,-0.60%,11.934%,,,66.46,-0.015%,#VALUE!,,,138.89,0.10%,67.084%
9/11/15,,,0.882,-0.66%,-2.925%,,,0.6483,0.20%,12.135%,,,66.39,-0.105%,#VALUE!,,,139,0.08%,67.164%
9/14/15,,,0.8844,0.27%,-2.653%,,,0.6484,0.02%,12.150%,,,66.32,-0.105%,#VALUE!,,,139.59,0.42%,67.588%
9/15/15,,,0.8881,0.42%,-2.234%,,,0.6514,0.46%,12.613%,,,66.36,0.060%,#VALUE!,,,139.79,0.14%,67.731%
9/16/15,,,0.8846,-0.39%,-2.628%,,,0.6452,-0.95%,11.661%,,,66.45,0.136%,#VALUE!,,,140.79,0.72%,68.447%
9/17/15,,,0.884,-0.07%,-2.696%,,,0.6448,-0.06%,11.599%,,,66.12,-0.497%,#VALUE!,,,140.3,-0.35%,68.099%
9/18/15,,,0.8804,-0.41%,-3.104%,,,0.6421,-0.42%,11.180%,,,65.7,-0.635%,#VALUE!,,,140.39,0.06%,68.163%
9/21/15,,,0.8925,1.37%,-1.729%,,,0.6449,0.44%,11.616%,,,65.66,-0.061%,#VALUE!,,,140.75,0.26%,68.419%
9/22/15,,,0.8982,0.64%,-1.091%,,,0.6512,0.98%,12.593%,,,65.85,0.289%,#VALUE!,,,140.89,0.10%,68.519%
9/23/15,,,0.8961,-0.23%,-1.324%,,,0.656,0.74%,13.330%,,,66.05,0.304%,#VALUE!,,,140.89,0.00%,68.519%
9/24/15,,,0.8887,-0.83%,-2.150%,,,0.6556,-0.06%,13.269%,,,66.32,0.409%,#VALUE!,,,140.88,-0.01%,68.512%
9/25/15,,,0.8935,0.54%,-1.610%,,,0.6591,0.53%,13.803%,,,66.12,-0.302%,#VALUE!,,,140.5,-0.27%,68.242%
9/28/15,,,0.89,-0.39%,-2.002%,,,0.6575,-0.24%,13.560%,,,66.2,0.121%,#VALUE!,,,140.88,0.27%,68.512%
9/29/15,,,0.8892,-0.09%,-2.092%,,,0.6593,0.27%,13.834%,,,65.9,-0.453%,#VALUE!,,,140.96,0.06%,68.569%
9/30/15,,,0.8959,0.75%,-1.338%,,,0.6616,0.35%,14.183%,,,65.5,-0.607%,#VALUE!,,,141.25,0.21%,68.775%
10/1/15,,,0.8929,-0.33%,-1.673%,,,0.6595,-0.32%,13.866%,,,65.57,0.107%,#VALUE!,,,140.89,-0.25%,68.520%
10/2/15,,,0.8868,-0.68%,-2.356%,,,0.6572,-0.35%,13.517%,,,65.35,-0.336%,#VALUE!,,,141.15,0.18%,68.705%
10/5/15,,,0.8929,0.69%,-1.668%,,,0.6594,0.33%,13.852%,,,65.12,-0.352%,#VALUE!,,,141.2,0.04%,68.740%
10/6/15,,,0.8876,-0.59%,-2.262%,,,0.6567,-0.41%,13.442%,,,65.18,0.092%,#VALUE!,,,140.88,-0.23%,68.513%
10/7/15,,,0.889,0.16%,-2.104%,,,0.653,-0.56%,12.879%,,,64.86,-0.491%,#VALUE!,,,140.87,-0.01%,68.506%
10/8/15,,,0.8864,-0.29%,-2.397%,,,0.6529,-0.02%,12.863%,,,64.97,0.170%,#VALUE!,,,140.88,0.01%,68.513%
10/9/15,,,0.88,-0.72%,-3.119%,,,0.653,0.02%,12.879%,,,64.76,-0.323%,#VALUE!,,,140.85,-0.02%,68.492%
10/13/15,,,0.8786,-0.16%,-3.278%,,,0.6561,0.47%,13.353%,,,65.06,0.463%,#VALUE!,,,140.85,0.00%,68.492%
10/14/15,,,0.8744,-0.48%,-3.756%,,,0.6475,-1.31%,12.043%,,,64.87,-0.292%,#VALUE!,,,140.9,0.04%,68.528%
10/15/15,,,0.8758,0.16%,-3.596%,,,0.6462,-0.20%,11.842%,,,64.77,-0.154%,#VALUE!,,,140.2,-0.50%,68.031%
10/16/15,,,0.8803,0.51%,-3.082%,,,0.6476,0.22%,12.059%,,,64.7,-0.108%,#VALUE!,,,140.5,0.21%,68.245%
10/19/15,,,0.8834,0.35%,-2.730%,,,0.6464,-0.19%,11.873%,,,64.9,0.309%,#VALUE!,,,140.5,0.00%,68.245%
10/20/15,,,0.8804,-0.34%,-3.069%,,,0.6464,0.00%,11.873%,,,64.97,0.108%,#VALUE!,,,140.87,0.26%,68.508%
10/21/15,,,0.8814,0.11%,-2.956%,,,0.6467,0.05%,11.920%,,,65.19,0.339%,#VALUE!,,,140.94,0.05%,68.558%
10/22/15,,,0.8977,1.85%,-1.106%,,,0.6494,0.42%,12.337%,,,64.91,-0.430%,#VALUE!,,,140.99,0.04%,68.593%
10/23/15,,,0.9078,1.13%,0.019%,,,0.6519,0.38%,12.722%,,,64.87,-0.062%,#VALUE!,,,140.5,-0.35%,68.246%
10/26/15,,,0.9049,-0.32%,-0.301%,,,0.651,-0.14%,12.584%,,,64.83,-0.062%,#VALUE!,,,140.99,0.35%,68.594%
10/27/15,,,0.9048,-0.01%,-0.312%,,,0.6531,0.32%,12.907%,,,65.03,0.308%,#VALUE!,,,140.98,-0.01%,68.587%
10/28/15,,,0.9037,-0.12%,-0.433%,,,0.6528,-0.05%,12.861%,,,64.89,-0.215%,#VALUE!,,,140.99,0.01%,68.594%
10/29/15,,,0.9122,0.94%,0.507%,,,0.6538,0.15%,13.014%,,,65.35,0.709%,#VALUE!,,,140.98,-0.01%,68.587%
10/30/15,,,0.9056,-0.72%,-0.216%,,,0.6475,-0.96%,12.050%,,,65.4,0.077%,#VALUE!,,,140.96,-0.01%,68.573%
11/2/15,,,0.9069,0.14%,-0.073%,,,0.6482,0.11%,12.158%,,,65.58,0.275%,#VALUE!,,,140.96,0.00%,68.573%
11/3/15,,,0.9136,0.74%,0.666%,,,0.6492,0.15%,12.313%,,,65.57,-0.015%,#VALUE!,,,140.96,0.00%,68.573%
11/4/15,,,0.9207,0.78%,1.443%,,,0.6503,0.17%,12.482%,,,65.46,-0.168%,#VALUE!,,,141.45,0.35%,68.921%
11/5/15,,,0.92,-0.08%,1.367%,,,0.6563,0.92%,13.405%,,,65.85,0.596%,#VALUE!,,,140.96,-0.35%,68.574%
11/6/15,,,0.9306,1.15%,2.519%,,,0.6635,1.10%,14.502%,,,66.13,0.425%,#VALUE!,,,140.96,0.00%,68.574%
11/9/15,,,0.9288,-0.19%,2.326%,,,0.6612,-0.35%,14.155%,,,66.38,0.378%,#VALUE!,,,141.9,0.67%,69.241%
11/10/15,,,0.9358,0.75%,3.080%,,,0.6618,0.09%,14.246%,,,66.19,-0.286%,#VALUE!,,,141.9,0.00%,69.241%
11/12/15,,,0.9287,-0.76%,2.321%,,,0.6576,-0.63%,13.611%,,,66.04,-0.227%,#VALUE!,,,141.9,0.00%,69.241%
11/13/15,,,0.9327,0.43%,2.752%,,,0.6575,-0.02%,13.596%,,,66.12,0.121%,#VALUE!,,,141.95,0.04%,69.276%
11/16/15,,,0.9339,0.13%,2.880%,,,0.6577,0.03%,13.626%,,,66.01,-0.166%,#VALUE!,,,142,0.04%,69.312%
11/17/15,,,0.9404,0.70%,3.576%,,,0.6573,-0.06%,13.566%,,,65.96,-0.076%,#VALUE!,,,142.2,0.14%,69.453%
11/18/15,,,0.94,-0.04%,3.534%,,,0.6575,0.03%,13.596%,,,66.16,0.303%,#VALUE!,,,142.2,0.00%,69.453%
11/19/15,,,0.9306,-1.00%,2.534%,,,0.6524,-0.78%,12.820%,,,66.05,-0.166%,#VALUE!,,,142.2,0.00%,69.453%
11/20/15,,,0.9381,0.81%,3.340%,,,0.6579,0.84%,13.663%,,,66.06,0.015%,#VALUE!,,,141.69,-0.36%,69.094%
11/23/15,,,0.9432,0.54%,3.883%,,,0.6612,0.50%,14.165%,,,66.37,0.469%,#VALUE!,,,142.65,0.68%,69.771%
11/24/15,,,0.9388,-0.47%,3.417%,,,0.6641,0.44%,14.604%,,,66.32,-0.075%,#VALUE!,,,142.76,0.08%,69.849%
11/25/15,,,0.942,0.34%,3.758%,,,0.6619,-0.33%,14.272%,,,66.36,0.060%,#VALUE!,,,142.76,0.00%,69.849%
