Time Serie,,,EU/US,change %,c change %,,,UK/US,change %,c change %,,,INDIA/US,change %,c change %,,,SRLNK/US,change %,c change %
10/1/09,,,0.6881,0.67%,-30.520%,,,0.627,0.35%,6.866%,,,47.72,-0.769%,10.985%,,,114.78,0.01%,47.490%
10/2/09,,,0.6854,-0.39%,-30.912%,,,0.6298,0.45%,7.313%,,,47.61,-0.231%,10.754%,,,114.75,-0.03%,47.463%
10/5/09,,,0.6827,-0.39%,-31.306%,,,0.6279,-0.30%,7.011%,,,47.39,-0.462%,10.292%,,,114.78,0.03%,47.490%
10/6/09,,,0.6782,-0.66%,-31.965%,,,0.6288,0.14%,7.154%,,,46.79,-1.266%,9.026%,,,114.8,0.02%,47.507%
10/7/09,,,0.6814,0.47%,-31.493%,,,0.629,0.03%,7.186%,,,46.58,-0.449%,8.577%,,,114.8,0.00%,47.507%
10/8/09,,,0.6767,-0.69%,-32.183%,,,0.6215,-1.19%,5.994%,,,46.2,-0.816%,7.762%,,,114.78,-0.02%,47.490%
10/9/09,,,0.6796,0.43%,-31.754%,,,0.6291,1.22%,7.217%,,,46.44,0.519%,8.281%,,,114.79,0.01%,47.498%
10/13/09,,,0.6739,-0.84%,-32.593%,,,0.6291,0.00%,7.217%,,,46.28,-0.345%,7.937%,,,114.78,-0.01%,47.490%
10/14/09,,,0.6712,-0.40%,-32.994%,,,0.626,-0.49%,6.724%,,,46,-0.605%,7.332%,,,114.78,0.00%,47.490%
10/15/09,,,0.6691,-0.31%,-33.307%,,,0.6154,-1.69%,5.031%,,,46.04,0.087%,7.419%,,,114.78,0.00%,47.490%
10/16/09,,,0.6716,0.37%,-32.933%,,,0.6116,-0.62%,4.413%,,,46.2,0.348%,7.766%,,,114.78,0.00%,47.490%
10/19/09,,,0.669,-0.39%,-33.320%,,,0.6098,-0.29%,4.119%,,,46.02,-0.390%,7.376%,,,114.78,0.00%,47.490%
10/20/09,,,0.6709,0.28%,-33.036%,,,0.6105,0.11%,4.234%,,,46.24,0.478%,7.854%,,,114.78,0.00%,47.490%
10/21/09,,,0.6663,-0.69%,-33.722%,,,0.602,-1.39%,2.841%,,,46.34,0.216%,8.071%,,,114.8,0.02%,47.507%
10/22/09,,,0.6665,0.03%,-33.692%,,,0.6026,0.10%,2.941%,,,46.59,0.539%,8.610%,,,114.8,0.00%,47.507%
10/23/09,,,0.6654,-0.17%,-33.857%,,,0.6116,1.49%,4.435%,,,46.41,-0.386%,8.224%,,,114.75,-0.04%,47.463%
10/26/09,,,0.6693,0.59%,-33.271%,,,0.6116,0.00%,4.435%,,,46.68,0.582%,8.806%,,,114.8,0.04%,47.507%
10/27/09,,,0.6747,0.81%,-32.464%,,,0.6122,0.10%,4.533%,,,46.93,0.536%,9.341%,,,114.82,0.02%,47.524%
10/28/09,,,0.6774,0.40%,-32.064%,,,0.6107,-0.25%,4.288%,,,47.16,0.490%,9.831%,,,114.8,-0.02%,47.507%
10/29/09,,,0.6748,-0.38%,-32.448%,,,0.6039,-1.11%,3.174%,,,47.18,0.042%,9.874%,,,114.78,-0.02%,47.490%
10/30/09,,,0.6777,0.43%,-32.018%,,,0.6068,0.48%,3.654%,,,46.9,-0.593%,9.280%,,,114.75,-0.03%,47.463%
11/2/09,,,0.6744,-0.49%,-32.505%,,,0.6094,0.43%,4.083%,,,46.81,-0.192%,9.088%,,,114.75,0.00%,47.463%
11/3/09,,,0.6822,1.16%,-31.348%,,,0.6104,0.16%,4.247%,,,47.37,1.196%,10.285%,,,114.78,0.03%,47.490%
11/4/09,,,0.674,-1.20%,-32.550%,,,0.6035,-1.13%,3.117%,,,46.94,-0.908%,9.377%,,,114.78,0.00%,47.490%
11/5/09,,,0.6731,-0.13%,-32.684%,,,0.6037,0.03%,3.150%,,,46.93,-0.021%,9.356%,,,114.8,0.02%,47.507%
11/6/09,,,0.6741,0.15%,-32.535%,,,0.6029,-0.13%,3.017%,,,46.83,-0.213%,9.143%,,,114.8,0.00%,47.507%
11/9/09,,,0.6667,-1.10%,-33.633%,,,0.5981,-0.80%,2.221%,,,46.36,-1.004%,8.139%,,,114.65,-0.13%,47.376%
11/10/09,,,0.6684,0.25%,-33.378%,,,0.5995,0.23%,2.455%,,,46.3,-0.129%,8.009%,,,114.35,-0.26%,47.115%
11/12/09,,,0.6727,0.64%,-32.735%,,,0.6045,0.83%,3.289%,,,46.6,0.648%,8.657%,,,114.45,0.09%,47.202%
11/13/09,,,0.6718,-0.13%,-32.868%,,,0.6003,-0.69%,2.594%,,,46.24,-0.773%,7.885%,,,114.45,0.00%,47.202%
11/16/09,,,0.6677,-0.61%,-33.479%,,,0.5954,-0.82%,1.778%,,,46.06,-0.389%,7.496%,,,114.35,-0.09%,47.115%
11/17/09,,,0.6743,0.99%,-32.490%,,,0.5964,0.17%,1.946%,,,46.2,0.304%,7.800%,,,114.25,-0.09%,47.027%
11/18/09,,,0.6671,-1.07%,-33.558%,,,0.5968,0.07%,2.013%,,,46.2,0.000%,7.800%,,,114.2,-0.04%,46.984%
11/19/09,,,0.6709,0.57%,-32.988%,,,0.6003,0.59%,2.600%,,,46.73,1.147%,8.947%,,,114.24,0.04%,47.019%
11/20/09,,,0.6725,0.24%,-32.750%,,,0.605,0.78%,3.383%,,,46.63,-0.214%,8.733%,,,114.22,-0.02%,47.001%
11/23/09,,,0.6681,-0.65%,-33.404%,,,0.6024,-0.43%,2.953%,,,46.4,-0.493%,8.240%,,,114.5,0.25%,47.246%
11/24/09,,,0.6695,0.21%,-33.195%,,,0.6032,0.13%,3.086%,,,46.31,-0.194%,8.046%,,,114.35,-0.13%,47.115%
11/25/09,,,0.6629,-0.99%,-34.180%,,,0.5998,-0.56%,2.522%,,,46.18,-0.281%,7.765%,,,114.4,0.04%,47.159%
11/27/09,,,0.6683,0.81%,-33.366%,,,0.6063,1.08%,3.606%,,,46.55,0.801%,8.566%,,,114.53,0.11%,47.273%
11/30/09,,,0.6669,-0.21%,-33.575%,,,0.6094,0.51%,4.117%,,,46.44,-0.236%,8.330%,,,114.37,-0.14%,47.133%
12/1/09,,,0.6623,-0.69%,-34.265%,,,0.6015,-1.30%,2.821%,,,46.21,-0.495%,7.834%,,,114.37,0.00%,47.133%
12/2/09,,,0.6641,0.27%,-33.993%,,,0.6009,-0.10%,2.721%,,,46.24,0.065%,7.899%,,,114.1,-0.24%,46.897%
12/3/09,,,0.6631,-0.15%,-34.144%,,,0.6032,0.38%,3.104%,,,46,-0.519%,7.380%,,,114.2,0.09%,46.984%
12/4/09,,,0.6718,1.31%,-32.832%,,,0.6055,0.38%,3.485%,,,46.1,0.217%,7.598%,,,114.3,0.09%,47.072%
12/7/09,,,0.6748,0.45%,-32.385%,,,0.6087,0.53%,4.013%,,,46.45,0.759%,8.357%,,,114.4,0.09%,47.159%
12/8/09,,,0.6784,0.53%,-31.852%,,,0.6134,0.77%,4.785%,,,46.6,0.323%,8.680%,,,114.2,-0.17%,46.985%
12/9/09,,,0.6791,0.10%,-31.749%,,,0.6157,0.37%,5.160%,,,46.51,-0.193%,8.487%,,,114.2,0.00%,46.985%
12/10/09,,,0.6795,0.06%,-31.690%,,,0.6151,-0.10%,5.063%,,,46.5,-0.022%,8.465%,,,114.25,0.04%,47.028%
12/11/09,,,0.6849,0.79%,-30.895%,,,0.6159,0.13%,5.193%,,,46.47,-0.065%,8.401%,,,114.3,0.04%,47.072%
12/14/09,,,0.6828,-0.31%,-31.202%,,,0.6141,-0.29%,4.901%,,,46.65,0.387%,8.788%,,,114.4,0.09%,47.160%
12/15/09,,,0.689,0.91%,-30.294%,,,0.616,0.31%,5.210%,,,46.7,0.107%,8.895%,,,114.3,-0.09%,47.072%
12/16/09,,,0.686,-0.44%,-30.729%,,,0.6109,-0.83%,4.382%,,,46.57,-0.278%,8.617%,,,114.2,-0.09%,46.985%
12/17/09,,,0.6985,1.82%,-28.907%,,,0.6198,1.46%,5.839%,,,46.85,0.601%,9.218%,,,114.2,0.00%,46.985%
12/18/09,,,0.7002,0.24%,-28.663%,,,0.6218,0.32%,6.162%,,,46.69,-0.342%,8.877%,,,114.25,0.04%,47.029%
12/21/09,,,0.6984,-0.26%,-28.921%,,,0.6218,0.00%,6.162%,,,46.8,0.236%,9.112%,,,114.35,0.09%,47.116%
12/22/09,,,0.7021,0.53%,-28.391%,,,0.6267,0.79%,6.950%,,,46.78,-0.043%,9.070%,,,114.3,-0.04%,47.072%
12/23/09,,,0.6973,-0.68%,-29.074%,,,0.6268,0.02%,6.966%,,,46.8,0.043%,9.112%,,,114.3,0.00%,47.072%
12/24/09,,,0.696,-0.19%,-29.261%,,,0.6273,0.08%,7.046%,,,46.72,-0.171%,8.941%,,,114.3,0.00%,47.072%
12/28/09,,,0.6948,-0.17%,-29.433%,,,0.625,-0.37%,6.679%,,,46.44,-0.599%,8.342%,,,114.32,0.02%,47.090%
12/29/09,,,0.6966,0.26%,-29.174%,,,0.6292,0.67%,7.351%,,,46.56,0.258%,8.600%,,,114.3,-0.02%,47.072%
12/30/09,,,0.6985,0.27%,-28.901%,,,0.6231,-0.97%,6.381%,,,46.56,0.000%,8.600%,,,114.35,0.04%,47.116%
12/31/09,,,0.6977,-0.11%,-29.016%,,,0.6185,-0.74%,5.643%,,,46.4,-0.344%,8.257%,,,114.35,0.00%,47.116%
1/4/10,,,0.6935,-0.60%,-29.618%,,,0.6208,0.37%,6.015%,,,46.27,-0.280%,7.977%,,,114.4,0.04%,47.160%
1/5/10,,,0.6943,0.12%,-29.503%,,,0.6246,0.61%,6.627%,,,46.13,-0.303%,7.674%,,,114.3,-0.09%,47.072%
1/6/10,,,0.6943,0.00%,-29.503%,,,0.6244,-0.03%,6.595%,,,45.72,-0.889%,6.785%,,,114.3,0.00%,47.072%
1/7/10,,,0.6986,0.62%,-28.883%,,,0.6285,0.66%,7.252%,,,45.67,-0.109%,6.676%,,,114.27,-0.03%,47.046%
1/8/10,,,0.6965,-0.30%,-29.184%,,,0.6253,-0.51%,6.743%,,,45.5,-0.372%,6.304%,,,114.35,0.07%,47.116%
1/11/10,,,0.6879,-1.23%,-30.419%,,,0.6193,-0.96%,5.783%,,,45.35,-0.330%,5.974%,,,114.3,-0.04%,47.072%
1/12/10,,,0.6886,0.10%,-30.317%,,,0.618,-0.21%,5.573%,,,45.6,0.551%,6.525%,,,114.25,-0.04%,47.029%
1/13/10,,,0.69,0.20%,-30.114%,,,0.6139,-0.66%,4.910%,,,45.47,-0.285%,6.240%,,,114.35,0.09%,47.116%
1/14/10,,,0.6907,0.10%,-30.012%,,,0.6127,-0.20%,4.714%,,,45.55,0.176%,6.416%,,,114.35,0.00%,47.116%
1/15/10,,,0.6956,0.71%,-29.303%,,,0.6158,0.51%,5.220%,,,45.8,0.549%,6.965%,,,114.2,-0.13%,46.985%
1/19/10,,,0.7008,0.75%,-28.555%,,,0.6109,-0.80%,4.425%,,,45.84,0.087%,7.052%,,,114.2,0.00%,46.985%
1/20/10,,,0.7095,1.24%,-27.314%,,,0.614,0.51%,4.932%,,,46.1,0.567%,7.619%,,,114.35,0.13%,47.116%
1/21/10,,,0.7089,-0.08%,-27.398%,,,0.6168,0.46%,5.388%,,,46.1,0.000%,7.619%,,,114.35,0.00%,47.116%
1/22/10,,,0.7065,-0.34%,-27.737%,,,0.6203,0.57%,5.955%,,,46.21,0.239%,7.858%,,,114.3,-0.04%,47.073%
1/25/10,,,0.7069,0.06%,-27.680%,,,0.6159,-0.71%,5.246%,,,46.06,-0.325%,7.533%,,,114.35,0.04%,47.116%
1/26/10,,,0.7111,0.59%,-27.086%,,,0.6208,0.80%,6.042%,,,ND,#VALUE!,#VALUE!,,,114.47,0.10%,47.221%
1/27/10,,,0.7116,0.07%,-27.016%,,,0.6171,-0.60%,5.446%,,,46.3,#VALUE!,#VALUE!,,,114.5,0.03%,47.248%
1/28/10,,,0.7146,0.42%,-26.594%,,,0.6157,-0.23%,5.219%,,,46.35,0.108%,#VALUE!,,,114.63,0.11%,47.361%
1/29/10,,,0.721,0.90%,-25.698%,,,0.6246,1.45%,6.664%,,,46.08,-0.583%,#VALUE!,,,114.6,-0.03%,47.335%
2/1/10,,,0.7192,-0.25%,-25.948%,,,0.628,0.54%,7.209%,,,46.27,0.412%,#VALUE!,,,114.6,0.00%,47.335%
2/2/10,,,0.7166,-0.36%,-26.310%,,,0.6263,-0.27%,6.938%,,,46.11,-0.346%,#VALUE!,,,114.65,0.04%,47.379%
2/3/10,,,0.7191,0.35%,-25.961%,,,0.6283,0.32%,7.257%,,,45.97,-0.304%,#VALUE!,,,114.55,-0.09%,47.291%
2/4/10,,,0.7268,1.07%,-24.890%,,,0.6344,0.97%,8.228%,,,46.21,0.522%,#VALUE!,,,114.55,0.00%,47.291%
2/5/10,,,0.7349,1.11%,-23.776%,,,0.6402,0.91%,9.142%,,,46.72,1.104%,#VALUE!,,,114.65,0.09%,47.379%
2/8/10,,,0.73,-0.67%,-24.442%,,,0.639,-0.19%,8.955%,,,46.79,0.150%,#VALUE!,,,114.65,0.00%,47.379%
2/9/10,,,0.7249,-0.70%,-25.141%,,,0.6378,-0.19%,8.767%,,,46.49,-0.641%,#VALUE!,,,114.7,0.04%,47.422%
2/10/10,,,0.7288,0.54%,-24.603%,,,0.6408,0.47%,9.238%,,,46.36,-0.280%,#VALUE!,,,114.65,-0.04%,47.379%
2/11/10,,,0.7331,0.59%,-24.013%,,,0.638,-0.44%,8.801%,,,46.39,0.065%,#VALUE!,,,114.7,0.04%,47.422%
2/12/10,,,0.7339,0.11%,-23.904%,,,0.6382,0.03%,8.832%,,,46.44,0.108%,#VALUE!,,,114.65,-0.04%,47.379%
2/16/10,,,0.7277,-0.84%,-24.749%,,,0.6356,-0.41%,8.425%,,,45.99,-0.969%,#VALUE!,,,114.4,-0.22%,47.161%
2/17/10,,,0.7341,0.88%,-23.869%,,,0.6368,0.19%,8.613%,,,46,0.022%,#VALUE!,,,114.25,-0.13%,47.030%
2/18/10,,,0.7373,0.44%,-23.433%,,,0.6418,0.79%,9.399%,,,46.2,0.435%,#VALUE!,,,114.35,0.09%,47.117%
2/19/10,,,0.7387,0.19%,-23.243%,,,0.6478,0.93%,10.333%,,,46.24,0.087%,#VALUE!,,,114.35,0.00%,47.117%
2/22/10,,,0.7358,-0.39%,-23.636%,,,0.6461,-0.26%,10.071%,,,46.15,-0.195%,#VALUE!,,,114.35,0.00%,47.117%
2/23/10,,,0.7387,0.39%,-23.242%,,,0.6467,0.09%,10.164%,,,46.25,0.217%,#VALUE!,,,114.25,-0.09%,47.030%
2/24/10,,,0.7366,-0.28%,-23.526%,,,0.648,0.20%,10.365%,,,46.27,0.043%,#VALUE!,,,114.25,0.00%,47.030%
2/25/10,,,0.7421,0.75%,-22.779%,,,0.6579,1.53%,11.893%,,,46.29,0.043%,#VALUE!,,,114.5,0.22%,47.248%
2/26/10,,,0.7321,-1.35%,-24.127%,,,0.6562,-0.26%,11.634%,,,46.05,-0.518%,#VALUE!,,,114.6,0.09%,47.336%
3/1/10,,,0.7399,1.07%,-23.061%,,,0.6678,1.77%,13.402%,,,46.01,-0.087%,#VALUE!,,,114.55,-0.04%,47.292%
3/2/10,,,0.7372,-0.36%,-23.426%,,,0.6693,0.22%,13.627%,,,46.01,0.000%,#VALUE!,,,114.55,0.00%,47.292%
3/3/10,,,0.7283,-1.21%,-24.634%,,,0.6612,-1.21%,12.416%,,,45.55,-1.000%,#VALUE!,,,114.25,-0.26%,47.030%
3/4/10,,,0.7369,1.18%,-23.453%,,,0.6653,0.62%,13.037%,,,45.82,0.593%,#VALUE!,,,114.15,-0.09%,46.943%
3/5/10,,,0.7349,-0.27%,-23.724%,,,0.6616,-0.56%,12.480%,,,45.49,-0.720%,#VALUE!,,,114.18,0.03%,46.969%
3/8/10,,,0.7346,-0.04%,-23.765%,,,0.664,0.36%,12.843%,,,45.5,0.022%,#VALUE!,,,114.15,-0.03%,46.943%
3/9/10,,,0.7361,0.20%,-23.561%,,,0.6665,0.38%,13.220%,,,45.6,0.220%,#VALUE!,,,114.1,-0.04%,46.899%
3/10/10,,,0.7322,-0.53%,-24.091%,,,0.6677,0.18%,13.400%,,,45.35,-0.548%,#VALUE!,,,114.05,-0.04%,46.855%
3/11/10,,,0.7313,-0.12%,-24.214%,,,0.6644,-0.49%,12.905%,,,45.49,0.309%,#VALUE!,,,113.95,-0.09%,46.767%
3/12/10,,,0.7271,-0.57%,-24.788%,,,0.6584,-0.90%,12.002%,,,45.48,-0.022%,#VALUE!,,,113.94,-0.01%,46.759%
3/15/10,,,0.7325,0.74%,-24.045%,,,0.6648,0.97%,12.974%,,,45.55,0.154%,#VALUE!,,,114,0.05%,46.811%
3/16/10,,,0.7268,-0.78%,-24.823%,,,0.6582,-0.99%,11.982%,,,45.45,-0.220%,#VALUE!,,,114.1,0.09%,46.899%
3/17/10,,,0.7279,0.15%,-24.672%,,,0.6538,-0.67%,11.313%,,,45.28,-0.374%,#VALUE!,,,114.08,-0.02%,46.881%
3/18/10,,,0.7351,0.99%,-23.683%,,,0.6559,0.32%,11.634%,,,45.45,0.375%,#VALUE!,,,114,-0.07%,46.811%
3/19/10,,,0.7391,0.54%,-23.139%,,,0.666,1.54%,13.174%,,,45.31,-0.308%,#VALUE!,,,114,0.00%,46.811%
3/22/10,,,0.739,-0.01%,-23.152%,,,0.6635,-0.38%,12.799%,,,45.52,0.463%,#VALUE!,,,114.1,0.09%,46.899%
3/23/10,,,0.7388,-0.03%,-23.179%,,,0.6637,0.03%,12.829%,,,45.5,-0.044%,#VALUE!,,,114,-0.09%,46.811%
3/24/10,,,0.7492,1.41%,-21.772%,,,0.6705,1.02%,13.854%,,,45.4,-0.220%,#VALUE!,,,114,0.00%,46.811%
3/25/10,,,0.7494,0.03%,-21.745%,,,0.6719,0.21%,14.062%,,,45.5,0.220%,#VALUE!,,,114.08,0.07%,46.882%
3/26/10,,,0.7464,-0.40%,-22.145%,,,0.6709,-0.15%,13.914%,,,45.16,-0.747%,#VALUE!,,,114.08,0.00%,46.882%
3/29/10,,,0.7427,-0.50%,-22.641%,,,0.668,-0.43%,13.481%,,,44.94,-0.487%,#VALUE!,,,114.08,0.00%,46.882%
3/30/10,,,0.7458,0.42%,-22.224%,,,0.6627,-0.79%,12.688%,,,45.06,0.267%,#VALUE!,,,114,-0.07%,46.811%
3/31/10,,,0.7393,-0.87%,-23.095%,,,0.6585,-0.63%,12.054%,,,44.95,-0.244%,#VALUE!,,,114,0.00%,46.811%
4/1/10,,,0.737,-0.31%,-23.406%,,,0.654,-0.68%,11.371%,,,44.79,-0.356%,#VALUE!,,,113.8,-0.18%,46.636%
4/2/10,,,0.7415,0.61%,-22.796%,,,0.658,0.61%,11.982%,,,44.74,-0.112%,#VALUE!,,,113.8,0.00%,46.636%
4/5/10,,,0.7415,0.00%,-22.796%,,,0.6543,-0.56%,11.420%,,,44.39,-0.782%,#VALUE!,,,113.75,-0.04%,46.592%
4/6/10,,,0.7475,0.81%,-21.986%,,,0.6566,0.35%,11.772%,,,44.41,0.045%,#VALUE!,,,113.8,0.04%,46.636%
4/7/10,,,0.7483,0.11%,-21.879%,,,0.6559,-0.11%,11.665%,,,44.44,0.068%,#VALUE!,,,113.75,-0.04%,46.592%
4/8/10,,,0.7485,0.03%,-21.853%,,,0.6548,-0.17%,11.497%,,,44.41,-0.068%,#VALUE!,,,113.85,0.09%,46.680%
4/9/10,,,0.7425,-0.80%,-22.654%,,,0.6506,-0.64%,10.856%,,,44.1,-0.698%,#VALUE!,,,113.85,0.00%,46.680%
4/12/10,,,0.736,-0.88%,-23.530%,,,0.6507,0.02%,10.871%,,,44.41,0.703%,#VALUE!,,,113.75,-0.09%,46.592%
4/13/10,,,0.7357,-0.04%,-23.571%,,,0.6487,-0.31%,10.564%,,,44.4675,0.129%,#VALUE!,,,113.71,-0.04%,46.557%
4/14/10,,,0.7317,-0.54%,-24.114%,,,0.6458,-0.45%,10.117%,,,44.2,-0.602%,#VALUE!,,,113.75,0.04%,46.592%
4/15/10,,,0.7386,0.94%,-23.171%,,,0.6466,0.12%,10.241%,,,44.32,0.271%,#VALUE!,,,113.8,0.04%,46.636%
4/16/10,,,0.7415,0.39%,-22.779%,,,0.6496,0.46%,10.705%,,,44.3,-0.045%,#VALUE!,,,113.95,0.13%,46.768%
4/19/10,,,0.7431,0.22%,-22.563%,,,0.6552,0.86%,11.567%,,,44.72,0.948%,#VALUE!,,,113.9,-0.04%,46.724%
4/20/10,,,0.7437,0.08%,-22.482%,,,0.6504,-0.73%,10.834%,,,44.5,-0.492%,#VALUE!,,,113.85,-0.04%,46.680%
4/21/10,,,0.7472,0.47%,-22.011%,,,0.6495,-0.14%,10.696%,,,44.54,0.090%,#VALUE!,,,113.9,0.04%,46.724%
4/22/10,,,0.752,0.64%,-21.369%,,,0.6507,0.18%,10.880%,,,44.52,-0.045%,#VALUE!,,,113.85,-0.04%,46.680%
4/23/10,,,0.7485,-0.47%,-21.834%,,,0.6509,0.03%,10.911%,,,44.42,-0.225%,#VALUE!,,,113.85,0.00%,46.680%
4/26/10,,,0.7499,0.19%,-21.647%,,,0.6466,-0.66%,10.251%,,,44.33,-0.203%,#VALUE!,,,113.92,0.06%,46.742%
4/27/10,,,0.7559,0.80%,-20.847%,,,0.6542,1.18%,11.426%,,,44.41,0.180%,#VALUE!,,,113.8,-0.11%,46.636%
4/28/10,,,0.7616,0.75%,-20.093%,,,0.6596,0.83%,12.251%,,,44.54,0.293%,#VALUE!,,,113.8,0.00%,46.636%
4/29/10,,,0.7551,-0.85%,-20.947%,,,0.6535,-0.92%,11.327%,,,44.61,0.157%,#VALUE!,,,113.9,0.09%,46.724%
4/30/10,,,0.7518,-0.44%,-21.384%,,,0.6533,-0.03%,11.296%,,,44.2,-0.919%,#VALUE!,,,113.9,0.00%,46.724%
5/3/10,,,0.7586,0.90%,-20.479%,,,0.6561,0.43%,11.725%,,,44.46,0.588%,#VALUE!,,,113.65,-0.22%,46.505%
5/4/10,,,0.767,1.11%,-19.372%,,,0.6607,0.70%,12.426%,,,44.62,0.360%,#VALUE!,,,113.52,-0.11%,46.390%
5/5/10,,,0.7758,1.15%,-18.225%,,,0.6608,0.02%,12.441%,,,44.82,0.448%,#VALUE!,,,113.6,0.07%,46.461%
5/6/10,,,0.7881,1.59%,-16.639%,,,0.6716,1.63%,14.075%,,,45.29,1.049%,#VALUE!,,,113.62,0.02%,46.478%
5/7/10,,,0.7861,-0.25%,-16.893%,,,0.6785,1.03%,15.103%,,,45.4,0.243%,#VALUE!,,,113.7,0.07%,46.549%
5/10/10,,,0.7775,-1.09%,-17.987%,,,0.6676,-1.61%,13.496%,,,44.84,-1.233%,#VALUE!,,,113.63,-0.06%,46.487%
5/11/10,,,0.7865,1.16%,-16.829%,,,0.6688,0.18%,13.676%,,,45.1,0.580%,#VALUE!,,,113.65,0.02%,46.505%
5/12/10,,,0.791,0.57%,-16.257%,,,0.6732,0.66%,14.334%,,,45.08,-0.044%,#VALUE!,,,113.65,0.00%,46.505%
5/13/10,,,0.7957,0.59%,-15.663%,,,0.6822,1.34%,15.671%,,,45,-0.177%,#VALUE!,,,113.6,-0.04%,46.461%
5/14/10,,,0.8071,1.43%,-14.230%,,,0.687,0.70%,16.374%,,,45.2,0.444%,#VALUE!,,,113.65,0.04%,46.505%
5/17/10,,,0.8131,0.74%,-13.487%,,,0.695,1.16%,17.539%,,,45.51,0.686%,#VALUE!,,,113.7,0.04%,46.549%
5/18/10,,,0.8092,-0.48%,-13.967%,,,0.6926,-0.35%,17.193%,,,45.51,0.000%,#VALUE!,,,113.7,0.00%,46.549%
5/19/10,,,0.8119,0.33%,-13.633%,,,0.6969,0.62%,17.814%,,,46.27,1.670%,#VALUE!,,,113.65,-0.04%,46.505%
5/20/10,,,0.8084,-0.43%,-14.064%,,,0.6972,0.04%,17.857%,,,46.8,1.145%,#VALUE!,,,113.75,0.09%,46.593%
5/21/10,,,0.7952,-1.63%,-15.697%,,,0.6913,-0.85%,17.011%,,,46.9,0.214%,#VALUE!,,,113.78,0.03%,46.619%
5/24/10,,,0.8061,1.37%,-14.326%,,,0.6927,0.20%,17.214%,,,46.97,0.149%,#VALUE!,,,113.75,-0.03%,46.593%
5/25/10,,,0.8144,1.03%,-13.297%,,,0.6968,0.59%,17.805%,,,47.49,1.107%,#VALUE!,,,113.75,0.00%,46.593%
5/26/10,,,0.8181,0.45%,-12.842%,,,0.6944,-0.34%,17.461%,,,47.1,-0.821%,#VALUE!,,,113.9,0.13%,46.725%
5/27/10,,,0.8084,-1.19%,-14.028%,,,0.6864,-1.15%,16.309%,,,46.71,-0.828%,#VALUE!,,,113.9,0.00%,46.725%
5/28/10,,,0.8085,0.01%,-14.015%,,,0.69,0.52%,16.833%,,,46.31,-0.856%,#VALUE!,,,113.9,0.00%,46.725%
6/1/10,,,0.8153,0.84%,-13.174%,,,0.6815,-1.23%,15.602%,,,47.08,1.663%,#VALUE!,,,113.75,-0.13%,46.593%
6/2/10,,,0.8193,0.49%,-12.684%,,,0.683,0.22%,15.822%,,,46.89,-0.404%,#VALUE!,,,113.55,-0.18%,46.417%
6/3/10,,,0.8201,0.10%,-12.586%,,,0.6842,0.18%,15.997%,,,46.55,-0.725%,#VALUE!,,,113.65,0.09%,46.505%
6/4/10,,,0.8335,1.63%,-10.952%,,,0.69,0.85%,16.845%,,,46.85,0.644%,#VALUE!,,,113.55,-0.09%,46.417%
6/7/10,,,0.8362,0.32%,-10.628%,,,0.6898,-0.03%,16.816%,,,47.08,0.491%,#VALUE!,,,113.65,0.09%,46.505%
6/8/10,,,0.8337,-0.30%,-10.927%,,,0.6934,0.52%,17.338%,,,46.82,-0.552%,#VALUE!,,,113.65,0.00%,46.505%
6/9/10,,,0.8302,-0.42%,-11.347%,,,0.6856,-1.12%,16.213%,,,46.95,0.278%,#VALUE!,,,113.55,-0.09%,46.417%
6/10/10,,,0.8257,-0.54%,-11.889%,,,0.6815,-0.60%,15.615%,,,46.89,-0.128%,#VALUE!,,,113.6,0.04%,46.461%
6/11/10,,,0.828,0.28%,-11.611%,,,0.6875,0.88%,16.495%,,,46.76,-0.277%,#VALUE!,,,113.48,-0.11%,46.356%
6/14/10,,,0.8145,-1.63%,-13.241%,,,0.677,-1.53%,14.968%,,,46.4,-0.770%,#VALUE!,,,113.52,0.04%,46.391%
6/15/10,,,0.8112,-0.41%,-13.646%,,,0.6744,-0.38%,14.584%,,,46.41,0.022%,#VALUE!,,,113.52,0.00%,46.391%
6/16/10,,,0.8115,0.04%,-13.609%,,,0.6739,-0.07%,14.510%,,,46.43,0.043%,#VALUE!,,,113.4,-0.11%,46.285%
6/17/10,,,0.8087,-0.35%,-13.954%,,,0.6754,0.22%,14.733%,,,46.22,-0.452%,#VALUE!,,,113.5,0.09%,46.374%
6/18/10,,,0.8091,0.05%,-13.905%,,,0.6763,0.13%,14.866%,,,45.96,-0.563%,#VALUE!,,,113.5,0.00%,46.374%
6/21/10,,,0.8074,-0.21%,-14.115%,,,0.6745,-0.27%,14.600%,,,45.64,-0.696%,#VALUE!,,,113.45,-0.04%,46.330%
6/22/10,,,0.8128,0.67%,-13.446%,,,0.6734,-0.16%,14.437%,,,46,0.789%,#VALUE!,,,113.55,0.09%,46.418%
6/23/10,,,0.8123,-0.06%,-13.508%,,,0.6688,-0.68%,13.754%,,,46.185,0.402%,#VALUE!,,,113.61,0.05%,46.470%
6/24/10,,,0.8138,0.18%,-13.323%,,,0.6673,-0.22%,13.529%,,,46.4775,0.633%,#VALUE!,,,113.6,-0.01%,46.462%
6/25/10,,,0.8109,-0.36%,-13.679%,,,0.6673,0.00%,13.529%,,,46.36,-0.253%,#VALUE!,,,113.6,0.00%,46.462%
